"County","Precinct
Number","Precinct Name","Total 
Population","White","Black","AIAN","Asian","HawPI","Other","Multi","Hisp.
White","Hisp.
Black","Hisp.
Other","Total
Hispanic"
"Fairfax","059901","Centre Ridge",6950,3546,713,59,1997,6,551,78,639,44,597,1280
"Fairfax","059902","Brookfield",8055,3997,872,69,2139,23,894,61,1032,59,946,2037
"Fairfax","059903","Cub Run",5625,4001,371,27,938,4,257,27,272,15,254,541
"Fairfax","059904","Dulles",3090,2292,137,18,281,3,341,18,369,4,344,717
"Fairfax","059905","Franklin",4758,3484,200,16,914,6,96,42,189,5,102,296
"Fairfax","059908","Kinross",6314,4786,188,13,1212,1,92,22,183,7,93,283
"Fairfax","059910","London Towne East",2744,1335,305,18,848,1,187,50,194,12,198,404
"Fairfax","059911","Navy",5054,3347,250,11,1375,0,63,8,226,4,64,294
"Fairfax","059913","Rocky Run",5892,3677,308,21,1709,13,139,25,226,8,121,355
"Fairfax","059914","Vale",4001,3469,66,6,423,1,22,14,150,4,17,171
"Fairfax","059915","Virginia Run",3678,2904,187,15,484,0,59,29,121,6,50,177
"Fairfax","059916","Waples Mill",5551,4727,84,29,629,8,51,23,169,4,38,211
"Fairfax","059917","Stone",5954,3781,533,40,1076,16,457,51,452,28,485,965
"Fairfax","059918","Centreville",8175,4328,681,47,2431,19,595,74,659,35,596,1290
"Fairfax","059919","Green Trails",8076,4497,766,43,2301,7,388,74,586,32,429,1047
"Fairfax","059920","Lees Corner",4299,2440,245,7,1479,1,112,15,236,8,100,344
"Fairfax","059921","Deer Park",4876,3549,228,21,878,19,152,29,300,9,154,463
"Fairfax","059923","Bull Run",2801,2274,89,10,396,5,11,16,108,5,16,129
"Fairfax","059924","London Towne West",5844,2942,833,36,1147,6,784,96,923,55,846,1824
"Fairfax","059925","Old Mill",4280,2212,492,5,1201,5,313,52,311,13,323,647
"Fairfax","059926","Powell",8564,3145,550,23,4558,3,213,72,343,18,207,568
"Fairfax","059927","Lees Corner West",5640,3438,265,20,1748,9,130,30,257,4,134,395
"Fairfax","059928","Poplar Tree",3982,2530,181,18,1181,9,45,18,125,0,45,170
"Fauquier","061101","Kettle Run",2563,2277,152,32,56,0,28,18,91,6,38,135
"Fauquier","061102","Catlett",4299,3737,367,61,40,0,83,11,92,2,105,199
"Fauquier","061103","Casanova",1769,1490,210,19,18,0,29,3,56,1,31,88
"Fauquier","061104","Lois",1610,1417,139,9,24,0,16,5,23,0,13,36
"Fauquier","061105","Opal",2076,1795,161,10,24,1,81,4,42,0,83,125
"Fauquier","061201","Courthouse",4532,3524,666,28,126,11,155,22,197,7,158,362
"Fauquier","061202","Airlie",2226,2048,102,20,23,9,20,4,45,8,31,84
"Fauquier","061203","Baldwin Ridge",4319,3550,487,24,148,4,86,20,127,13,93,233
"Fauquier","061204","Warrenton",3987,3135,593,20,86,5,123,25,128,10,116,254
"Fauquier","061301","Morrisville",2979,2648,192,17,17,3,83,19,73,0,92,165
"Fauquier","061302","Remington",4598,3773,559,30,46,5,165,20,132,12,161,305
"Fauquier","061303","Bealeton",5737,4417,727,49,115,7,404,18,296,30,406,732
"Fauquier","061401","Marshall",3865,3310,310,35,33,0,164,13,195,11,165,371
"Fauquier","061402","Leeds",3138,2777,239,31,30,3,50,8,81,0,41,122
"Fauquier","061403","Waterloo",5291,4667,405,43,91,4,73,8,103,2,71,176
"Fauquier","061501","The Plains",3234,2856,202,28,31,0,115,2,243,0,128,371
"Fauquier","061502","New Baltimore",6470,5822,339,31,158,8,95,17,194,37,93,324
"Fauquier","061503","Broad Run",2510,2364,65,11,49,0,17,4,79,0,17,96
"Floyd","063101","Locust Grove",2902,2800,56,7,12,2,19,6,27,1,18,46
"Floyd","063201","Little River",3373,3211,98,17,23,1,15,8,40,2,13,55
"Floyd","063301","Courthouse",3090,2857,142,30,14,0,43,4,68,10,51,129
"Floyd","063401","Burns Fork",3014,2956,9,18,5,0,24,2,80,2,20,102
"Floyd","063501","Indian Valley",2900,2836,18,10,14,0,21,1,60,0,20,80
"Fluvanna","065101","Palmyra",4394,3197,1056,29,28,4,66,14,95,10,60,165
"Fluvanna","065201","Columbia",3865,2865,913,23,22,0,22,20,24,4,20,48
"Fluvanna","065301","Fork Union",3366,2030,1218,14,16,3,69,16,43,2,64,109
"Fluvanna","065401","Cunningham",4526,4150,242,27,30,0,62,15,56,2,73,131
"Fluvanna","065501","Rivanna",5337,4583,557,35,72,5,65,20,127,12,65,204
"Fluvanna","065502","Rivanna 2",4203,3918,183,20,44,4,20,14,80,1,22,103
"Franklin","067102","Burnt Chimney",4794,4486,228,22,29,6,20,3,63,0,23,86
"Franklin","067103","Scruggs",4688,4566,63,27,20,1,9,2,33,0,10,43
"Franklin","067201","Glade Hill",3645,3292,241,13,30,1,62,6,50,1,61,112
"Franklin","067202","Penhook",1969,1765,175,5,9,1,13,1,24,0,9,33
"Franklin","067203","Hodgesville",1189,989,153,13,4,0,30,0,18,3,30,51
"Franklin","067204","Dudley",1451,1380,44,7,10,0,8,2,13,0,8,21
"Franklin","067301","Snow Creek",1837,1650,169,2,3,0,13,0,38,1,12,51
"Franklin","067302","Fork Mountain",1948,1750,183,2,2,2,8,1,4,0,9,13
"Franklin","067303","Sontag",2890,2092,673,14,17,0,90,4,42,2,88,132
"Franklin","067304","Dickinson",1162,843,305,2,0,0,11,1,19,8,11,38
"Franklin","067401","Henry",2699,2543,117,8,3,3,25,0,15,2,23,40
"Franklin","067402","Ferrum",3211,2530,474,22,19,1,163,2,30,4,64,98
"Franklin","067403","Endicott",1664,1641,15,6,0,0,2,0,3,0,0,3
"Franklin","067501","Waidsboro",1783,1519,154,18,28,2,57,5,29,0,60,89
"Franklin","067502","Callaway",2569,2387,98,10,21,0,53,0,8,2,51,61
"Franklin","067503","Bowmans",1381,1319,32,12,9,0,9,0,3,1,18,22
"Franklin","067504","Gogginsville",1934,1843,52,14,7,1,13,4,24,0,14,38
"Franklin","067601","Boones Mill",3080,2919,119,12,12,2,13,3,30,3,7,40
"Franklin","067602","Bonbrook",2739,2610,75,13,20,0,21,0,27,1,19,47
"Franklin","067603","Cooper's Cove",1976,1891,63,9,7,0,4,2,20,1,4,25
"Franklin","067701","Rocky Mount East",3156,2490,537,28,37,1,62,1,65,2,56,123
"Franklin","067702","Rocky Mount West",2493,1838,516,15,33,0,80,11,40,7,88,135
"Franklin","067703","Rocky Mount South",1901,1356,427,22,3,5,84,4,29,2,92,123
"Frederick","069101","Russells",3277,3104,59,29,45,0,31,9,56,2,30,88
"Frederick","069102","Gore",4501,4316,96,34,18,3,30,4,48,5,37,90
"Frederick","069103","Kernstown",2707,2552,37,25,42,0,46,5,64,3,42,109
"Frederick","069104","Cedar Creek",2496,2306,109,17,14,2,36,12,45,1,36,82
"Frederick","069201","Gainesborough",2252,2166,50,7,3,4,20,2,23,2,22,47
"Frederick","069202","Albin",4829,4603,78,31,33,1,80,3,143,6,82,231
"Frederick","069203","Redland",4679,4467,85,43,37,2,35,10,62,0,41,103
"Frederick","069301","Clear Brook",2486,2400,23,12,13,2,29,7,19,1,28,48
"Frederick","069302","Neffs Town",5392,4331,500,18,69,5,445,24,329,21,449,799
"Frederick","069303","White Hall",5223,4784,184,27,69,3,143,13,72,12,148,232
"Frederick","069401","Carpers Valley",4131,3587,206,28,116,1,174,19,170,5,173,348
"Frederick","069402","Shenandoah",2576,2209,113,29,54,2,163,6,99,5,175,279
"Frederick","069403","Parkins Mill",8205,7210,528,54,145,1,238,29,242,23,245,510
"Frederick","069501","Stephens City",3457,3038,169,13,86,2,134,15,78,16,139,233
"Frederick","069502","Newtown",4645,4103,300,19,88,6,100,29,145,12,105,262
"Frederick","069503","Canterburg",4640,3905,266,29,65,7,342,26,234,8,358,600
"Frederick","069601","Millbrook",3189,2842,168,15,50,2,107,5,104,2,107,213
"Frederick","069602","Ash Hollow",4167,3309,435,27,91,10,266,29,176,24,277,477
"Frederick","069603","Greenwood",5453,4702,386,33,139,6,164,23,235,10,172,417
"Giles","071101","Glen Lyn",295,289,6,0,0,0,0,0,3,0,0,3
"Giles","071102","Rich Creek",1427,1379,17,4,12,0,14,1,5,0,10,15
"Giles","071103","Narrows",3606,3527,27,16,12,0,21,3,29,0,23,52
"Giles","071201","Pearisburg",4560,4405,91,12,33,0,14,5,33,0,15,48
"Giles","071202","Staffordsville",768,735,12,10,3,0,6,2,7,0,5,12
"Giles","071203","White Gate",589,564,14,10,0,0,1,0,11,1,1,13
"Giles","071301","Eggleston",1297,1255,27,5,2,0,7,1,9,0,1,10
"Giles","071302","Pembroke",3215,3062,107,31,8,0,7,0,25,0,7,32
"Giles","071303","Newport",1529,1507,11,5,4,0,2,0,21,1,2,24
"Gloucester","073101","Harcum",2869,2468,314,32,27,1,14,13,45,8,15,68
"Gloucester","073102","Salem",2649,2230,343,26,21,2,20,7,41,3,15,59
"Gloucester","073103","Bethel",2724,2408,231,29,17,7,19,13,52,4,27,83
"Gloucester","073201","Courthouse",3590,3033,457,32,47,0,17,4,45,5,20,70
"Gloucester","073202","Botetourt",4472,3823,462,65,61,5,35,21,65,8,46,119
"Gloucester","073301","White Marsh",4436,3898,412,37,32,3,34,20,80,4,40,124
"Gloucester","073302","Roanes",3048,2644,284,28,55,4,24,9,53,5,22,80
"Gloucester","073401","Hayes",4813,4186,434,33,66,3,56,35,71,1,64,136
"Gloucester","073402","Sarah's Creek",2026,1864,105,9,37,1,4,6,29,5,5,39
"Gloucester","073501","Achilles",3495,3297,103,26,34,1,29,5,60,3,31,94
"Gloucester","073502","Timberneck",2736,2298,326,31,26,1,40,14,24,3,36,63
"Goochland","075101","Fife",1752,1236,480,10,6,0,5,15,9,5,3,17
"Goochland","075102","Hadensville",2336,1845,413,19,29,0,23,7,39,1,17,57
"Goochland","075201","Three Square",814,518,283,6,1,1,4,1,6,0,4,10
"Goochland","075202","Sandy Hook",3644,2609,944,13,41,0,27,10,39,14,33,86
"Goochland","075301","Goochland Court House",4170,2846,1229,20,54,0,15,6,38,2,17,57
"Goochland","075401","Crozier",503,400,91,3,1,1,6,1,6,0,6,12
"Goochland","075402","Centerville",3757,3128,466,17,52,3,82,9,71,7,73,151
"Goochland","075501","Manakin",4741,4238,349,21,92,4,27,10,29,2,34,65
"Grayson","077101","Bridle Creek",534,500,21,5,2,0,5,1,3,0,6,9
"Grayson","077102","Flatridge",324,318,1,2,3,0,0,0,2,0,0,2
"Grayson","077103","Grant",608,591,2,5,1,0,9,0,0,0,10,10
"Grayson","077104","Mouth Of Wilson",424,414,5,0,2,0,3,0,8,0,3,11
"Grayson","077105","Mount Rodgers",613,600,8,5,0,0,0,0,2,0,0,2
"Grayson","077106","Rugby",534,513,14,0,0,0,7,0,10,0,7,17
"Grayson","077107","Troutdale",294,284,0,3,0,0,7,0,6,0,7,13
"Grayson","077201","Comers Rock",319,307,4,7,0,0,1,0,1,0,1,2
"Grayson","077202","Elk Creek",763,709,32,10,1,0,10,1,17,0,10,27
"Grayson","077203","Independence",2921,2700,119,18,3,0,78,3,41,2,78,121
"Grayson","077301","Baywood",1672,1586,55,7,1,0,23,0,13,0,16,29
"Grayson","077302","Fairview",2488,2395,44,5,3,3,37,1,28,0,40,68
"Grayson","077401","Fries Part 2",1066,1039,11,3,3,0,9,1,7,0,9,16
"Grayson","077401","Fries Part 1",56,55,0,0,0,0,1,0,0,0,1,1
"Grayson","077402","Providence",2192,2119,20,11,1,0,40,1,23,0,40,63
"Grayson","077403","Oldtown",725,672,34,8,2,0,9,0,14,2,9,25
"Greene","079101","Dyke",1756,1701,22,6,13,1,12,1,8,0,6,14
"Greene","079102","Swift Run",3903,3430,278,20,49,4,118,4,40,4,116,160
"Greene","079201","Ruckersville",7003,5910,569,49,220,1,231,23,228,3,238,469
"Greene","079301","Stanardsville",5741,5082,484,36,42,2,82,13,62,2,74,138
"Greensville","081101","1-A",1070,473,587,6,0,0,1,3,4,1,3,8
"Greensville","081102","1-B",374,221,153,0,0,0,0,0,2,0,0,2
"Greensville","081103","1-C",1182,207,954,2,3,0,13,3,6,2,15,23
"Greensville","081201","2-A",954,245,694,5,1,0,5,4,2,0,3,5
"Greensville","081202","2-B",957,599,345,3,0,0,9,1,4,3,7,14
"Greensville","081302","3-A",2242,963,1239,5,23,0,6,6,19,1,6,26
"Greensville","081401","4-A",554,323,223,1,2,0,1,4,3,7,0,10
"Greensville","081402","4-B",4420,1441,2930,12,6,1,14,16,45,14,21,80
"Greensville","081403","4-C",490,246,234,2,7,0,0,1,5,0,0,5
"Halifax","083101","Childrey",1710,1099,593,5,5,2,4,2,7,0,6,13
"Halifax","083102","Liberty",924,622,295,2,0,0,4,1,5,4,4,13
"Halifax","083103","Republican Grove",1727,979,729,5,7,0,7,0,5,2,7,14
"Halifax","083201","Clays Mill",1191,870,299,5,5,0,10,2,3,0,12,15
"Halifax","083202","Crossroads",1170,724,436,4,0,0,3,3,7,1,3,11
"Halifax","083203","Clover",2011,1116,841,17,11,0,14,12,17,3,19,39
"Halifax","083302","Meadville",904,335,549,3,1,0,6,10,8,1,6,15
"Halifax","083304","Vernon Hill",1180,798,350,7,4,1,19,1,8,6,16,30
"Halifax","083305","Sinai",2656,983,1640,3,8,0,10,12,9,4,8,21
"Halifax","083401","Courthouse",2233,1257,926,16,11,0,10,13,4,2,13,19
"Halifax","083403","Center",2090,1502,561,9,5,0,10,3,23,4,8,35
"Halifax","083502","Dan River",3040,2312,594,13,37,1,75,8,27,3,68,98
"Halifax","083503","Scottsburg",1409,1133,241,4,1,0,23,7,21,3,20,44
"Halifax","083601","Black Walnut",1749,1190,529,10,7,0,7,6,4,5,6,15
"Halifax","083603","Mt. Carmel",2284,1384,877,2,3,0,14,4,11,2,8,21
"Halifax","083605","Union",691,446,233,2,2,2,2,4,0,6,2,8
"Halifax","083701","Hyco",2077,1643,382,15,10,0,22,5,13,6,20,39
"Halifax","083702","Midway",1514,1258,218,8,20,0,8,2,7,6,10,23
"Halifax","083703","Virgilina",1122,864,229,12,3,0,13,1,4,0,10,14
"Halifax","083801","South Boston East",2826,915,1824,7,19,0,60,1,17,11,50,78
"Halifax","083802","South Boston West",1733,581,1114,11,4,2,11,10,7,3,12,22
"Hanover","085101","Ashland",7225,5137,1704,56,98,5,185,40,135,25,181,341
"Hanover","085103","Ashcake",2919,2717,109,16,47,1,20,9,41,0,18,59
"Hanover","085104","Sliding Hill",3107,2639,338,16,62,0,34,18,35,4,30,69
"Hanover","085201","Beaverdam",4145,3709,364,32,21,2,12,5,21,0,10,31
"Hanover","085202","Blunts",1713,1421,235,22,9,0,22,4,13,0,20,33
"Hanover","085203","Wilmington Parish",3218,2976,185,24,13,3,13,4,22,0,12,34
"Hanover","085204","Goddin's Hill",1405,1141,221,19,19,0,3,2,14,0,7,21
"Hanover","085206","Courthouse",1730,1296,392,11,11,0,14,6,54,5,17,76
"Hanover","085207","Stony Run",673,573,78,8,9,0,5,0,9,1,5,15
"Hanover","085301","Clay",3000,2729,193,9,43,1,15,10,18,3,17,38
"Hanover","085302","Chickahominy",2535,2339,106,14,57,0,12,7,31,1,8,40
"Hanover","085303","Shady Grove",1779,1683,54,5,34,1,2,0,7,0,2,9
"Hanover","085304","Atlee",4483,4091,255,20,75,0,29,13,36,7,29,72
"Hanover","085305","Cool Spring",3264,2933,171,19,120,5,8,8,29,1,24,54
"Hanover","085401","Battlefield",2274,2129,85,22,26,1,7,4,11,0,4,15
"Hanover","085402","Old Church",2235,2042,137,21,18,1,14,2,21,0,17,38
"Hanover","085403","Cold Harbor",5455,4819,479,35,76,4,37,5,61,11,38,110
"Hanover","085404","Black Creek",2024,1881,79,20,14,2,21,7,12,0,23,35
"Hanover","085405","Pebble Creek",2285,1949,198,8,97,4,15,14,21,1,19,41
"Hanover","085406","Beaverdam Creek",934,812,95,5,14,0,8,0,11,0,8,19
"Hanover","085502","Rural Point",2973,2603,239,22,86,0,19,4,28,1,15,44
"Hanover","085503","Newman",3056,2569,367,23,62,5,20,10,37,7,12,56
"Hanover","085504","Studley",1793,1711,45,11,4,2,16,4,13,0,18,31
"Hanover","085505","Totopotomoy",795,721,59,5,8,0,2,0,3,0,0,3
"Hanover","085506","Georgetown",2996,2539,334,37,54,2,26,4,38,1,33,72
"Hanover","085507","Laurel Meadow",3261,2860,220,20,98,3,41,19,54,0,41,95
"Hanover","085601","Village",4751,4313,268,35,79,4,36,16,83,5,27,115
"Hanover","085602","Stonewall Jackson",3809,3353,293,38,84,0,30,11,45,14,32,91
"Hanover","085603","Mechanicsville",3554,2635,736,34,76,4,60,9,81,11,59,151
"Hanover","085604","Hanover Grove",2408,2226,107,19,40,0,16,0,35,1,25,61
"Hanover","085701","Farrington",2993,2623,260,24,34,2,43,7,20,8,34,62
"Hanover","085702","Montpelier",5409,4481,829,41,38,0,14,6,57,6,9,72
"Hanover","085703","Rockville",2786,2446,233,18,63,0,21,5,18,0,15,33
"Hanover","085704","Elmont",2876,2454,266,14,98,0,25,19,45,4,31,80
"Henrico","087101","Coalpit",5611,4140,532,23,819,1,68,28,106,5,78,189
"Henrico","087102","Dumbarton",6652,2980,2561,29,514,12,484,72,385,76,476,937
"Henrico","087103","Glen Allen",4866,3621,698,20,475,1,35,16,66,11,35,112
"Henrico","087104","Glenside",4720,1926,1882,20,230,6,594,62,373,65,598,1036
"Henrico","087105","Greendale",3126,1879,681,24,285,2,230,25,138,21,232,391
"Henrico","087106","Hermitage",5874,3322,1810,41,287,1,363,50,279,19,359,657
"Henrico","087107","Hilliard",1743,1534,118,6,47,1,34,3,46,3,33,82
"Henrico","087108","Hunton",1390,1234,84,5,50,1,13,3,24,1,12,37
"Henrico","087109","Johnson",2154,1198,364,45,324,12,192,19,125,12,206,343
"Henrico","087110","Lakeside",4207,3031,702,44,157,2,253,18,217,18,260,495
"Henrico","087111","Longan",4791,3074,928,18,539,4,185,43,161,33,147,341
"Henrico","087112","Maude Trevvett",1725,1204,279,15,138,0,84,5,45,2,82,129
"Henrico","087113","Staples Mill",5025,3865,775,21,299,2,40,23,79,13,34,126
"Henrico","087114","Summit Court",2076,1690,178,28,77,3,94,6,70,7,94,171
"Henrico","087115","Westwood",2456,2102,164,16,118,2,44,10,82,9,41,132
"Henrico","087116","Hungary Creek",5065,3719,623,19,580,3,91,30,108,12,102,222
"Henrico","087201","Adams",1655,113,1527,3,1,0,1,10,13,5,3,21
"Henrico","087202","Azalea",5761,648,4782,23,122,1,123,62,84,47,130,261
"Henrico","087203","Belmont",3429,1964,1236,18,66,3,113,29,75,10,112,197
"Henrico","087204","Brookland",1044,749,219,3,34,0,24,15,42,0,23,65
"Henrico","087205","Canterbury",855,843,9,1,2,0,0,0,0,1,0,1
"Henrico","087206","Central Gardens",3728,85,3520,20,21,0,23,59,11,47,33,91
"Henrico","087207","Chamberlayne",3055,1209,1666,11,96,0,41,32,40,27,45,112
"Henrico","087208","Fairfield",4307,388,3606,17,21,5,226,44,80,54,230,364
"Henrico","087209","Glen Lea",2293,608,1600,7,33,0,21,24,37,19,19,75
"Henrico","087210","Greenwood",2167,581,1356,11,136,0,59,24,9,14,64,87
"Henrico","087211","Highland Gardens",4091,215,3650,8,108,2,69,39,15,36,60,111
"Henrico","087212","Holllybrook",1119,653,400,11,27,1,16,11,15,15,16,46
"Henrico","087213","Hungary",2362,670,1442,9,172,6,52,11,39,11,47,97
"Henrico","087214","Longdale",2432,1367,795,17,143,1,86,23,67,31,72,170
"Henrico","087215","Maplewood",3554,266,3160,17,35,1,37,38,15,41,36,92
"Henrico","087216","Moody",1544,1127,328,12,42,1,24,10,44,9,16,69
"Henrico","087217","Mountain",879,531,207,0,112,0,16,13,10,1,16,27
"Henrico","087218","Oakview",426,276,137,4,4,0,4,1,16,3,5,24
"Henrico","087219","Randolph",397,69,305,3,4,1,13,2,3,2,14,19
"Henrico","087220","Ratcliffe",5221,646,4406,30,24,4,47,64,20,24,49,93
"Henrico","087221","Stratford Hall",748,567,140,14,8,0,17,2,20,1,15,36
"Henrico","087222","Wilder",2405,694,1583,5,66,1,21,35,23,9,16,48
"Henrico","087223","Yellow Tavern",4867,2622,1645,34,420,9,89,48,70,26,91,187
"Henrico","087301","Causeway",2929,2229,196,4,450,1,35,14,47,8,22,77
"Henrico","087302","Cedarfield",3041,2613,181,12,213,0,10,12,62,5,12,79
"Henrico","087303","Crestview",4236,3104,458,22,410,0,227,15,152,17,224,393
"Henrico","087304","Innsbrook",3886,2499,319,29,982,2,30,25,56,14,34,104
"Henrico","087305","Jackson Davis",2714,2268,242,19,135,5,37,8,48,15,34,97
"Henrico","087306","Monument Hills",1312,1209,37,4,39,1,19,3,21,2,13,36
"Henrico","087307","Nuckols Farm",4507,4151,95,9,231,0,4,17,99,1,3,103
"Henrico","087308","Pocahontas",3541,2502,347,18,612,2,30,30,92,11,35,138
"Henrico","087309","Ridge",2319,1878,269,7,103,1,50,11,68,15,37,120
"Henrico","087310","Sadler",4613,2993,223,10,1323,0,27,37,101,3,36,140
"Henrico","087311","Shady Grove",4811,4073,192,17,497,0,16,16,70,1,19,90
"Henrico","087312","Skipwith",4136,2746,515,41,560,1,233,40,186,9,228,423
"Henrico","087313","Springfield",3520,2122,572,9,730,1,57,29,105,18,56,179
"Henrico","087314","Stoney Run",6131,4632,353,13,1023,2,66,42,143,9,52,204
"Henrico","087315","Three Chopt",2988,2396,265,9,244,4,48,22,105,32,51,188
"Henrico","087316","Tucker",7871,3699,1716,45,2040,6,255,110,223,42,208,473
"Henrico","087317","Rivers Edge",3741,3090,80,10,549,0,6,6,74,1,1,76
"Henrico","087318","Short Pump",5739,3924,350,22,1317,7,63,56,102,3,56,161
"Henrico","087401","Byrd",3576,2994,344,16,168,0,30,24,65,9,26,100
"Henrico","087402","Derbyshire",2178,2089,28,1,37,0,18,5,30,0,12,42
"Henrico","087403","Freeman",2297,2081,81,8,73,0,43,11,41,0,34,75
"Henrico","087404","Gayton",4026,3597,154,12,235,0,25,3,43,4,23,70
"Henrico","087405","Godwin",2863,2626,101,9,111,1,7,8,41,1,3,45
"Henrico","087406","Lakewood",3072,2622,265,13,109,7,39,17,57,4,46,107
"Henrico","087407","Lauderdale",4284,2954,936,18,163,3,176,34,142,22,169,333
"Henrico","087408","Maybeury",3164,2500,298,33,199,3,106,25,72,4,103,179
"Henrico","087409","Mooreland",1955,1896,5,1,52,0,1,0,12,0,1,13
"Henrico","087410","Pemberton",4683,3152,880,26,262,1,345,17,502,21,326,849
"Henrico","087411","Pinchbeck",4896,3508,722,23,399,4,202,38,231,24,182,437
"Henrico","087412","Ridgefield",4122,3458,144,10,457,1,40,12,121,0,39,160
"Henrico","087413","Rollingwood",2309,2269,12,4,17,0,4,3,21,1,5,27
"Henrico","087414","Spottswood",1385,1276,71,2,26,0,4,6,16,0,3,19
"Henrico","087415","Tuckahoe",4324,4199,37,17,61,1,7,2,28,0,6,34
"Henrico","087416","West End",3472,2947,268,11,216,1,17,12,86,0,25,111
"Henrico","087417","Wellborne",3125,2091,697,12,243,1,57,24,119,16,53,188
"Henrico","087501","Antioch",2395,2158,188,13,21,2,10,3,6,6,4,16
"Henrico","087502","Cedar Fork",1864,534,1226,17,21,4,35,27,6,8,42,56
"Henrico","087503","Chickahominy",3205,2252,849,29,23,4,26,22,24,10,23,57
"Henrico","087504","Donahoe",2969,1602,1236,36,27,0,55,13,61,24,69,154
"Henrico","087505","Dorey",2927,1964,860,36,30,0,17,20,19,14,23,56
"Henrico","087506","Eanes",3713,1341,2250,33,33,2,18,36,17,19,23,59
"Henrico","087507","Elko",974,849,80,23,14,0,7,1,6,1,7,14
"Henrico","087508","Highland Springs",3851,986,2733,23,21,4,47,37,27,25,50,102
"Henrico","087509","Laburnum",3932,1367,2239,48,87,5,149,37,69,38,153,260
"Henrico","087510","Masonic",2711,578,2054,14,26,0,19,20,13,19,18,50
"Henrico","087511","Mehfoud",2843,1132,1629,18,19,1,14,30,32,7,11,50
"Henrico","087512","Montrose",4277,1272,2843,32,50,2,34,44,47,40,37,124
"Henrico","087513","Nine Mile",2106,1269,742,32,20,1,32,10,11,11,34,56
"Henrico","087514","Pleasants",5289,839,4328,29,26,0,32,35,23,22,34,79
"Henrico","087515","Sandston",3393,2907,368,36,41,1,33,7,53,0,36,89
"Henrico","087516","Sullivans",2474,1113,1260,33,16,2,16,34,28,14,14,56
"Henrico","087517","Town Hall",1181,999,123,26,15,0,1,17,3,1,5,9
"Henrico","087518","Whitlocks",2512,1842,604,33,19,1,7,6,8,5,8,21
"Henrico","087519","Rolfe",6733,918,5622,35,34,5,43,76,34,46,50,130
"Henry","089101","Bassett No. 2",1566,1016,405,3,8,0,129,5,28,4,128,160
"Henry","089102","Gunville",2914,2573,177,12,16,0,127,9,38,5,127,170
"Henry","089103","Scott's Tanyard",4277,3564,560,39,1,4,105,4,28,3,100,131
"Henry","089201","Fieldale",1573,1184,344,8,3,0,27,7,3,3,27,33
"Henry","089202","Horsepasture #1",2567,1870,656,9,5,0,26,1,9,6,27,42
"Henry","089203","Horsepasture #2",1820,612,1180,3,3,1,12,9,3,3,13,19
"Henry","089204","Spencer",2547,2060,447,7,2,0,25,6,17,2,24,43
"Henry","089302","Axton",2135,1147,797,7,13,0,162,9,108,0,165,273
"Henry","089303","Irisburg",2862,1782,961,20,7,2,86,4,51,2,86,139
"Henry","089304","Mount Olivet",2907,1596,1232,4,19,0,50,6,41,2,48,91
"Henry","089305","Mountain Valley",1645,1005,569,5,9,0,48,9,12,6,49,67
"Henry","089401","Collinsville Number 1",1899,1497,206,7,15,0,171,3,34,3,172,209
"Henry","089402","Daniel's Creek",2641,1819,588,23,17,0,192,2,87,5,195,287
"Henry","089404","Collinsville Number 2",3119,2389,611,9,34,0,73,3,50,2,79,131
"Henry","089405","Mountain View",1694,1104,564,4,4,1,16,1,16,10,11,37
"Henry","089501","Bassett No. 1",1563,1067,415,4,5,0,72,0,20,2,71,93
"Henry","089502","Figsboro",2002,1617,328,6,16,0,30,5,15,0,29,44
"Henry","089503","Stanleytown",3039,2717,156,19,20,0,125,2,26,2,122,150
"Henry","089504","Oak Level",1079,841,217,7,1,0,12,1,9,1,12,22
"Henry","089505","Dyers Store",1056,821,212,1,9,0,13,0,12,0,13,25
"Henry","089601","Fontaine",2250,1725,463,10,30,0,15,7,12,0,17,29
"Henry","089602","Hillcrest",1729,1061,524,2,12,0,125,5,51,6,122,179
"Henry","089603","Ridgeway #1",3242,2710,411,33,20,0,58,10,60,2,62,124
"Henry","089604","Ridgeway #2",2025,1710,261,13,13,0,25,3,20,2,25,47
"Highland","091001","Monterey",827,807,1,6,1,0,12,0,0,0,13,13
"Highland","091003","Wilson's Mill",162,162,0,0,0,0,0,0,0,0,0,0
"Highland","091005","Blue Grass",395,395,0,0,0,0,0,0,1,0,0,1
"Highland","091007","Mill Gap",253,249,2,2,0,0,0,0,0,0,0,0
"Highland","091008","McDowell",526,519,3,1,2,0,0,1,2,0,0,2
"Highland","091010","Headwaters",158,157,0,0,1,0,0,0,2,0,0,2
"Isle of Wight","093101","Smithfield",7753,5963,1503,66,121,10,44,46,106,19,61,186
"Isle of Wight","093201","Bartlett",4412,3382,826,43,103,0,33,25,54,12,55,121
"Isle of Wight","093202","Carrollton",3872,3100,624,24,71,4,30,19,50,11,13,74
"Isle of Wight","093301","Rushmere",2914,1637,1223,23,10,0,12,9,13,5,12,30
"Isle of Wight","093302","Pons",3564,1657,1856,23,21,0,5,2,13,3,3,19
"Isle of Wight","093401","Courthouse",2283,1628,598,8,20,0,22,7,26,1,22,49
"Isle of Wight","093402","Windsor",3299,2470,726,24,25,2,42,10,31,4,46,81
"Isle of Wight","093403","Orbit",1078,844,207,9,5,0,8,5,13,2,6,21
"Isle of Wight","093501","Walters",1539,1390,119,8,14,2,5,1,9,1,0,10
