"Precinct
Number","Precinct Name","Total
Population","White","Black","Am.
Ind","Asian","HawPI.","Other","Multi-
Race","Hisp.","Hisp.
White","Hisp.
Black","Hisp.
Other"
"137201","Two West*",3029,2334,646,15,6,0,22,6,27,10,0,17
"137202","Two East*",1849,1320,509,7,5,0,4,4,21,13,5,3
"137301","Three*",4678,3802,819,17,18,0,21,1,49,33,0,16
"137401","Four*",5432,4680,667,41,13,4,14,13,56,37,1,18
"137501","Locust Grove*",1433,1241,162,10,1,2,15,2,21,9,0,12
"137502","Lake of The Woods*",5180,4856,221,15,52,0,30,6,87,59,1,27
"139101","West Luray",4860,4466,307,21,39,0,23,4,53,30,0,23
"139201","East Luray",4485,4349,72,25,12,3,17,7,39,27,0,12
"139301","Marksville*",4920,4827,35,19,7,0,32,0,43,14,0,29
"139401","Newport*",4133,4005,54,11,16,1,45,1,74,34,0,40
"139501","Shenandoah*",4779,4664,58,23,4,2,23,5,42,23,0,19
"141101","Ararat",1379,1246,100,11,1,0,20,1,32,10,2,20
"141102","Claudville",1296,1241,18,0,12,0,23,2,34,13,0,21
"141103","Willis Gap*",1413,1315,53,2,6,1,35,1,39,3,1,35
"141201","Dry Pond*",683,640,37,3,0,3,0,0,7,7,0,0
"141202","Patrick Springs",1820,1614,181,7,1,1,15,1,37,18,5,14
"141203","Russell Creek*",1008,843,149,4,4,0,6,2,11,1,0,10
"141301","Critz",1161,996,144,5,3,0,12,1,16,6,0,10
"141302","Liberty",1820,1787,23,4,1,1,4,0,6,4,0,2
"141303","Stella",1365,1155,192,4,5,0,7,2,8,2,1,5
"141401","Meadows of Dan",1432,1398,9,9,4,0,12,0,29,12,6,11
"141402","Stuart School",2176,1960,158,4,2,1,49,2,71,20,7,44
"141501","Courthouse",949,852,73,13,2,0,7,2,31,21,3,7
"141502","Elamsville",1392,1326,56,2,5,0,3,0,16,8,5,3
"141503","Woolwine",1513,1432,50,10,2,1,15,3,26,13,0,13
"143103","Mt. Hermon Fire Station*",3630,3368,215,8,25,0,12,2,20,7,0,13
"143105","Chatham*",1837,1390,412,9,11,1,9,5,9,0,0,9
"143106","Tunstall*",1944,1689,236,11,0,0,6,2,18,5,8,5
"143107","Tightsqueeze*",967,827,118,1,1,0,19,1,29,4,5,20
"143108","West Blairs*",1331,1106,183,5,9,0,23,5,29,3,3,23
"143201","Callands*",1271,1100,158,9,3,0,0,1,1,1,0,0
"143204","Sandy Level*",1376,1152,204,7,0,0,4,9,15,10,1,4
"143206","West Chatham*",1058,848,205,1,0,0,2,2,4,2,0,2
"143207","Gretna",4596,3489,1078,15,6,0,5,3,37,19,6,12
"143301","Central",1587,488,1079,5,3,0,6,6,19,3,4,12
"143305","Riceville*",977,405,548,0,4,0,15,5,34,10,7,17
"143306","Spring Garden*",1218,817,384,7,4,0,5,1,14,9,1,4
"143307","East Blairs*",1511,546,946,5,9,0,0,5,8,0,8,0
"143308","Mt. Airy*",1351,677,655,5,0,0,14,0,26,1,11,14
"143309","East Gretna*",1130,709,407,4,3,0,7,0,13,9,0,4
"143401","Airport*",1362,1116,218,4,3,0,16,5,24,6,1,17
"143402","Keeling",1109,899,200,2,2,0,5,1,29,25,0,4
"143404","Kentuck",4631,3351,1236,11,12,0,10,11,36,27,2,7
"143405","Ringgold*",2441,1808,622,3,4,0,4,0,31,19,9,3
"143501","Hurt",3545,2758,757,12,7,0,11,0,22,16,1,5
"143502","Motley Sycamore",3270,2623,624,9,8,1,1,4,15,13,1,1
"143503","Renan*",1261,1020,237,1,0,0,3,0,11,0,7,4
"143602","Bearskin*",1735,1117,597,4,4,0,11,2,20,13,0,7
"143603","Stony Mill*",2224,1783,409,9,7,0,14,2,20,10,0,10
"143604","Swansonville",1876,1284,576,5,1,0,10,0,29,13,7,9
"143605","Whitmell",1498,1043,443,5,2,2,2,1,9,6,0,3
"143606","Brosville*",2044,1149,875,3,2,0,10,5,22,7,0,15
"143702","Bachelors Hall*",1742,1615,121,3,2,0,1,0,18,17,1,0
"143703","Ferry Road*",676,513,150,0,0,0,4,9,10,0,0,10
"143704","Mt. Hermon*",4599,3889,619,13,19,0,54,5,172,127,0,45
"143705","Mt. Cross*",1948,1732,194,6,8,0,7,1,15,8,0,7
"145101","Subletts*",3170,2953,163,22,12,1,15,4,37,24,0,13
"145102","Manakin*",1160,1044,100,10,2,0,2,2,10,9,0,1
"145201","Powhatan Station",2703,2555,119,12,6,0,11,0,32,23,0,9
"145202","Graceland",2342,2083,204,9,18,0,18,10,21,14,0,7
"145301","Bethesda",3569,3196,343,7,10,1,3,9,16,12,2,2
"145401","Powhatan Courthouse*",2536,2358,147,10,5,2,12,2,16,7,2,7
"145402","Ballsville*",2084,1736,324,3,5,0,13,3,15,11,0,4
"145501","Smith Cross Roads",1525,845,643,15,1,1,16,4,15,8,1,6
"145502","Pineville",3288,1467,1788,9,4,0,12,8,22,12,0,10
"147101","Farmville",4388,3460,781,15,77,13,30,12,56,27,5,24
"147201","Lockett",2187,1238,929,8,7,0,0,5,17,5,12,0
"147301","Leigh*",2637,1294,1309,21,5,0,5,3,16,5,5,6
"147401","Hampden*",2174,1525,635,10,1,0,1,2,15,11,3,1
"147501","Darlington Heights*",1253,767,477,0,1,0,2,6,10,3,5,2
"147502","Buffalo Heights*",1590,1110,453,0,4,1,12,10,12,5,1,6
"147601","Prospect*",2660,1119,1515,5,8,1,4,8,25,10,10,5
"147701","West End*",1679,1457,175,4,30,5,7,1,23,12,5,6
"147801","Center*",1152,290,844,6,4,0,4,4,12,2,3,7
"149101","Richard Bland College*",1554,1246,257,9,26,7,2,7,20,14,0,6
"149102","Templeton*",3476,2603,822,11,22,0,12,6,29,10,6,13
"149103","Union Branch*",2555,1747,745,11,34,6,9,3,47,39,3,5
"149104","Rives*",3594,1585,1809,11,54,9,100,26,206,74,32,100
"149201","Bland*",4274,3287,781,14,103,1,55,33,119,56,16,47
"149202","Blackwater*",3590,2764,763,17,21,0,19,6,42,17,16,9
"149203","Brandon*",3132,1361,1565,31,48,1,88,38,262,131,30,101
"149204","Courts Bldg*",3085,1898,977,17,101,5,74,13,142,66,9,67
"149205","Jefferson Park*",7787,3644,3188,88,256,32,476,103,758,196,58,504
"153101","Brentsville",2096,2011,27,6,28,1,14,9,32,17,0,15
"153102","Armory*",5982,5132,403,44,247,7,111,38,248,126,8,114
"153103","Buckhall*",5905,5378,250,42,151,2,64,18,151,90,8,53
"153104","Nokesville",1746,1597,93,10,26,1,10,9,32,22,0,10
"153105","Parkside",7219,5475,701,73,207,12,706,45,1288,570,15,703
"153106","Jackson*",2362,1569,442,18,112,1,204,16,343,141,1,201
"153107","Linton Hall",9542,8438,625,39,265,12,131,32,373,229,14,130
"153108","Woodbine",5861,5047,387,29,123,13,242,20,346,117,12,217
"153109","Park",2880,2727,71,22,26,1,27,6,93,61,2,30
"153201","Saunders*",6337,3602,1911,23,452,28,255,66,500,244,22,234
"153202","Enterprise*",5969,3442,1802,53,277,27,305,63,605,260,41,304
"153203","Coles*",3958,3611,184,18,84,2,55,4,116,88,3,25
"153204","Mccoart*",6588,5630,608,28,203,20,76,23,217,161,5,51
"153205","Springwoods*",5818,4121,1202,23,228,9,175,60,403,197,34,172
"153206","King*",5579,2846,2028,47,334,12,233,79,460,183,51,226
"153207","Lodge*",5299,3357,1245,58,322,12,224,81,436,211,10,215
"153208","Westridge*",2991,2335,396,12,152,10,63,23,119,62,11,46
"153301","Dumfries*",4931,2610,1805,44,84,1,338,49,645,264,37,344
"153302","Potomac*",4890,2422,1882,38,253,14,204,77,473,231,56,186
"153303","Graham Park",5371,3258,1615,44,181,8,224,41,371,143,22,206
"153304","Quantico",7321,5195,1393,61,250,16,314,92,666,310,45,311
"153305","Pattie*",3185,2520,500,20,96,3,30,16,152,104,23,25
"153306","Washington-Reid*",6136,4274,1387,43,275,1,112,44,332,181,28,123
"153307","Henderson*",6151,4651,1060,47,227,15,106,45,287,180,22,85
"153308","Montclair*",4192,3423,454,23,174,16,71,31,159,95,15,49
"153401","Evergreen*",4617,4336,131,23,83,3,27,14,60,33,0,27
"153402","Haymarket*",6664,5967,444,29,107,4,98,15,205,119,4,82
"153403","Loch Lomond*",2496,1892,196,12,57,2,330,7,453,125,0,328
"153404","Sinclair",5693,3982,903,69,286,5,407,41,558,181,10,367
"153405","Stonewall",2066,1728,115,16,64,4,121,18,202,66,0,136
"153406","Sudley",2402,2051,179,13,69,3,77,10,168,87,1,80
"153407","Westgate*",4749,2348,953,38,233,7,1122,48,1491,344,37,1110
"153408","Catharpin*",2302,2121,67,30,44,1,33,6,45,33,0,12
"153409","Bull Run*",4356,2769,669,23,307,6,554,28,933,381,8,544
"153410","Plantation*",1939,1256,313,25,80,4,229,32,338,102,10,226
"153411","Mullen*",6494,4077,1508,30,329,8,467,75,809,337,20,452
"153501","Lake Ridge*",5895,4608,844,23,206,6,146,62,380,234,12,134
"153502","Occoquan*",6824,4356,1478,60,493,4,355,78,635,286,25,324
"153503","Old Bridge*",4376,3338,602,27,216,3,151,39,353,199,7,147
"153504","Rockledge*",4802,3799,626,19,204,11,112,31,303,179,19,105
"153505","Mohican*",4367,3039,877,17,242,3,143,46,417,262,12,143
"153506","Bethel*",5886,3848,1235,19,509,7,185,83,390,211,13,166
"153507","Chinn*",3617,2518,684,15,245,3,128,24,244,131,13,100
"153601","Dale",3097,1701,927,25,162,2,240,40,387,147,7,233
"153602","Neabsco*",4759,2720,1486,33,191,9,263,57,493,223,25,245
"153603","Godwin*",8328,4234,2842,51,517,34,518,132,872,363,40,469
"153604","Civic Center",4249,2368,1162,38,350,9,273,49,521,212,34,275
"153605","Minnieville*",4944,3142,1122,28,291,5,287,69,546,261,19,266
"153606","Bel Air",4645,2853,1234,52,238,1,218,49,479,237,22,220
"153607","Kerrydale*",3815,2335,1011,48,192,3,180,46,350,117,16,217
"153701","Belmont*",4331,2284,1121,72,257,6,528,63,1017,435,32,550
"153702","Library",5075,3019,981,32,295,5,665,78,1035,322,29,684
"153703","Lynn",5897,2818,1836,47,283,9,773,131,1225,419,23,783
"153704","Featherstone",5907,3455,1505,56,363,12,435,81,830,342,41,447
"153705","Potomac View*",4010,2523,636,38,250,7,520,36,852,317,14,521
"153706","Rippon",9616,4785,3615,82,509,13,452,160,1040,520,62,458
"153707","Kilby*",4286,2633,827,36,182,21,518,69,860,306,25,529
"155101","Belspring*",1258,1243,7,2,6,0,0,0,1,1,0,0
"155102","New River*",3519,3147,320,23,6,0,13,10,24,17,2,5
"155103","West Cloyd*",1944,1907,14,13,6,0,2,2,5,5,0,0
"155201","Draper",2087,2042,28,6,8,0,3,0,7,2,0,5
"155202","South Pulaski",2087,1831,199,17,4,4,31,1,49,23,1,25
"155203","Newbern*",3200,2893,227,37,13,0,19,11,23,16,2,5
"155301","Dublin*",5467,5016,401,17,13,0,19,1,32,17,0,15
"155399","Hiwasee 302/Snowville 304*",2566,2515,34,9,3,1,1,3,8,8,0,0
"155401","Massie*",5427,5067,260,25,43,0,27,5,77,53,4,20
"155402","Walker*",1211,1195,7,4,1,0,4,0,5,3,0,2
"155501","Robinson*",6361,5673,532,31,39,9,65,12,105,33,1,71
"157101","Washington*",1248,1098,109,10,16,0,12,3,25,17,1,7
"157201","Amissville*",1587,1445,107,14,4,0,10,7,31,17,5,9
"157301","Sperryville*",1263,1167,87,4,1,0,2,2,5,2,0,3
"157401","Scrabble*",1375,1305,55,8,1,0,5,1,19,12,0,7
"157501","Chester Gap",415,410,2,3,0,0,0,0,4,3,0,1
"157502","Flint Hill",1095,1044,42,3,6,0,0,0,7,7,0,0
"159101","Precinct 1-1*",1180,458,701,5,0,6,6,4,18,5,1,12
"159201","Precinct 2-1*",2689,1462,1182,8,9,4,23,1,60,37,0,23
"159301","Precinct 3-1*",1479,1051,388,1,8,1,27,3,57,21,8,28
"159302","Precinct 3-2*",244,190,48,0,0,0,6,0,6,0,0,6
"159401","Precinct 4-1*",1562,1258,281,4,11,0,5,3,9,4,0,5
"159501","Precinct 5-1*",938,761,156,1,1,0,18,1,29,17,0,12
"159502","Precinct 5-2*",717,526,179,3,9,0,0,0,6,6,0,0
"161101","Catawba",1000,948,31,11,1,0,9,0,2,1,0,1
"161102","Mason Valley",1034,1017,11,1,0,0,5,0,1,0,0,1
"161103","Glenvar",3977,3798,119,12,33,0,13,2,27,11,4,12
"161104","Northside*",1504,1215,238,6,14,0,28,3,32,8,0,24
"161105","Peters Creek",3598,3176,328,25,41,2,19,7,20,11,0,9
"161106","Green Hill",3909,3824,46,10,19,0,7,3,21,15,0,6
"161107","Bennett Springs",1424,1410,2,6,4,0,2,0,10,8,0,2
"161201","Plantation*",3678,3466,134,5,49,0,22,2,33,17,1,15
"161202","Burlington*",2624,2258,244,24,79,1,10,8,42,27,5,10
"161203","Mountain View",3423,3224,113,8,63,1,10,4,16,10,0,6
"161204","Botetourt Springs",1782,1646,85,4,36,0,9,2,17,14,0,3
"161205","Bonsack",3779,3615,105,9,35,0,13,2,22,14,1,7
"161206","Hollins*",2202,1972,156,14,41,0,17,2,34,20,0,14
"161207","Woodlands",1253,1123,97,3,27,0,3,0,7,4,0,3
"161301","Bent Mountain",897,848,27,3,7,0,11,1,11,9,1,1
"161302","Poages Mill",3559,3446,34,11,64,1,2,1,20,19,0,1
"161303","Windsor Hills*",2339,2251,28,6,46,1,5,2,12,9,0,3
"161306","Garst Mill*",2633,2339,138,14,100,0,37,5,34,10,1,23
"161399","Oak Grove 304/Castle Rock 305",7932,7480,112,18,277,0,41,4,133,105,0,28
"161403","North Vinton*",3529,3382,83,11,29,0,16,8,20,3,1,16
"161404","South Vinton*",4253,3960,201,16,29,3,36,8,66,30,1,35
"161405","Lindenwood*",4367,4238,72,11,28,0,11,7,28,18,0,10
"161406","Mount Pleasant*",3782,3574,142,20,22,0,20,4,30,13,0,17
"161501","Cotton Hill*",1522,1462,14,4,31,0,7,4,12,4,0,8
"161502","Penn Forest*",2348,2260,25,4,45,0,12,2,27,15,0,12
"161503","Cave Spring*",2413,2281,47,7,58,2,11,7,17,6,0,11
"161504","Ogden*",3305,2921,152,13,164,2,46,7,82,55,0,27
"161505","Clearbrook*",2108,1992,67,15,19,1,14,0,17,3,0,14
"161506","Mount Vernon*",2153,2035,50,6,40,0,16,6,36,23,0,13
"161507","Hunting Hills*",3451,3151,130,10,116,1,39,4,59,21,7,31
"163101","Airport*",1588,1553,16,1,13,0,4,1,6,4,0,2
"163102","Ben Salem*",1054,1035,5,1,13,0,0,0,11,11,0,0
"163103","Fancy Hill*",1040,1010,14,6,9,0,1,0,1,1,0,0
"163104","Effinger*",826,807,9,4,3,0,0,3,2,2,0,0
"163201","Collierstown",1033,1003,16,2,1,0,7,4,6,2,0,4
"163202","Highland Belle",2282,2243,8,15,12,0,4,0,6,6,0,0
"163203","Vo-Tech*",768,705,34,2,24,0,1,2,6,3,2,1
"163301","Glasgow*",1046,842,177,13,13,0,1,0,6,5,0,1
"163302","Natural Bridge*",2821,2583,171,50,5,0,9,3,24,11,0,13
"163401","Fairfield*",1319,1272,30,1,8,0,7,1,5,4,0,1
"163402","Mountain View*",2108,2053,34,12,6,0,2,1,17,10,0,7
"163403","Vesuvius",878,865,8,4,1,0,0,0,1,1,0,0
"163501","Goshen",1020,999,17,3,0,0,0,1,8,8,0,0
"163502","Meadowview*",946,871,67,3,2,0,2,1,11,9,0,2
"163503","Rockbridge Baths",777,769,3,0,1,4,0,0,1,1,0,0
"163504","Rockbridge",1302,1246,43,8,4,0,1,0,9,3,5,1
"165101","Broadway*",3230,3158,16,8,27,0,21,0,88,63,0,25
"165102","Timberville*",4115,4035,22,12,11,0,32,3,134,100,2,32
"165103","Fulks Run",2590,2559,11,10,7,0,3,0,16,14,0,2
"165104","Bergton",792,784,0,4,1,0,3,0,8,7,0,1
"165105","Lacey Spring*",1619,1596,7,5,1,3,7,0,17,10,0,7
"165201","Singers Glen*",2445,2403,12,7,13,0,7,3,19,13,0,6
"165202","Edom*",2325,2254,34,6,13,1,16,1,28,12,0,16
"165203","Melrose",3367,3185,32,10,12,1,127,0,400,269,14,117
"165204","Keezletown",1670,1603,33,4,0,0,26,4,109,74,10,25
"165205","Tenth Legion*",1542,1502,8,11,3,0,17,1,38,25,0,13
"165206","Mill Creek*",676,629,25,2,3,0,16,1,30,15,0,15
"165301","Dayton*",2319,2220,17,5,9,0,68,0,117,67,0,50
"165302","Turner Ashby (Silver Lake)*",2637,2425,49,10,12,1,140,0,509,349,22,138
"165303","Ottobine*",3791,3728,18,12,4,0,29,0,42,26,1,15
"165304","Mt. Clinton*",1826,1799,11,3,3,0,10,0,13,3,0,10
"165305","Massanetta Springs*",4399,4221,55,7,31,0,84,1,183,103,0,80
"165401","Bridgewater*",5203,4952,139,10,27,2,69,4,160,103,6,51
"165402","Montezuma*",1709,1693,6,5,4,0,1,0,2,2,0,0
"165403","Mt. Crawford*",254,246,4,2,2,0,0,0,1,1,0,0
"165404","Grottoes*",5074,4895,113,8,20,0,32,6,109,76,0,33
"165406","North River*",2376,2326,18,5,17,0,10,0,24,13,1,10
"165501","Elkton*",2042,1950,60,14,5,0,9,4,37,31,0,6
"165502","Swift Run",4623,4500,92,8,7,2,10,4,28,14,0,14
"165503","Mcgaheysville",5190,4944,152,33,22,3,30,6,86,61,0,25
"165504","South Fork",1911,1799,87,4,10,0,7,4,23,17,0,6
"167101","Copper Creek",1848,1820,8,11,3,0,6,0,13,4,0,9
"167102","Moccasin",1798,1781,10,1,1,0,5,0,8,3,1,4
"167103","South Castlewood",2432,2401,11,5,8,0,7,0,10,8,0,2
"167201","Cleveland",1856,1827,18,3,2,2,0,4,8,8,0,0
"167202","Dante*",1184,1147,34,3,0,0,0,0,8,8,0,0
"167203","North Castlewood",2656,2601,36,7,1,1,10,0,15,6,0,9
"167301","Cooks Mill",686,683,2,1,0,0,0,0,5,5,0,0
"167302","Honaker",4010,3982,5,14,0,0,9,0,31,18,2,11
"167303","Daughertys",346,346,0,0,0,0,0,0,0,0,0,0
"167401","Drill",381,373,0,5,1,0,1,1,0,0,0,0
"167402","Elk Garden",3902,3165,685,6,1,0,45,0,86,36,7,43
"167403","Swords Creek",3145,3114,0,11,6,1,9,4,32,28,0,4
"167501","Lebanon",6064,5878,140,21,4,2,10,9,21,13,1,7
"169101","Weber City",1800,1768,13,8,2,0,4,5,4,1,0,3
"169102","Yuma",1914,1880,1,18,4,0,9,2,4,3,0,1
"169202","Weber City East",1644,1618,8,11,2,0,3,2,5,1,0,4
"169203","Hiltons",1855,1839,4,7,1,0,0,4,6,6,0,0
"169204","Clark's*",446,446,0,0,0,0,0,0,0,0,0,0
"169301","Nickelsville",1501,1486,1,10,0,4,0,0,7,6,1,0
"169302","Snowflake",1018,1008,2,1,1,0,6,0,14,8,0,6
"169303","Twin Springs",1089,1074,5,3,0,0,7,0,9,3,0,6
"169304","Copper Creek",346,343,0,2,0,0,1,0,1,0,0,1
"169401","Gate City*",3732,3621,87,13,7,0,2,2,21,16,1,4
"169501","Dungannon",995,986,3,4,0,1,0,1,0,0,0,0
"169502","Fort Blackmore",985,972,1,3,0,0,9,0,7,0,0,7
"169503","Manville*",646,642,1,1,0,0,2,0,5,3,0,2
"169504","Rye Cove*",1456,1443,5,4,3,0,1,0,2,2,0,0
"169601","Clinchport",1176,1162,7,6,0,0,0,1,3,3,0,0
"169602","Duffield-Pattonsville",2164,2133,10,15,4,0,1,1,7,7,0,0
"169603","Fairview",636,634,0,2,0,0,0,0,4,4,0,0
"171101","Orkney Springs*",1221,1180,11,14,10,0,6,0,16,10,0,6
"171102","Forestville*",1332,1316,4,1,3,1,7,0,20,13,0,7
"171103","New Market",3587,3423,34,14,32,0,84,0,145,57,5,83
"171201","Conicville",2433,2381,15,14,5,0,12,6,37,25,1,11
"171202","Mt. Jackson",2901,2663,14,14,5,3,199,3,276,77,0,199
"171301","Columbia Furnace",1493,1417,7,21,4,0,41,3,90,38,0,52
"171302","Edinburg*",2643,2552,3,13,6,6,54,9,118,51,0,67
"171303","St. Luke",1511,1505,4,1,1,0,0,0,11,11,0,0
"171401","Woodstock*",5072,4693,144,14,18,1,193,9,322,125,4,193
"171402","Fort Valley*",1139,1107,1,18,8,0,4,1,9,5,0,4
"171501","Cedar Creek*",185,181,0,1,0,0,3,0,3,0,0,3
"171502","Mt. Olive*",2094,2052,2,13,11,0,16,0,26,10,0,16
"171503","Toms Brook*",2049,1994,14,18,2,5,13,3,24,8,0,16
"171504","Lebanon Church*",1572,1542,16,5,5,0,4,0,12,8,0,4
"171601","Strasburg*",5843,5527,211,26,41,2,33,3,85,49,3,33
"173101","Saltville*",4426,4389,6,25,1,0,3,2,19,16,0,3
"173201","Seven Mile Ford",2701,2637,36,9,5,0,11,3,20,10,0,10
"173202","Rich Valley",1699,1687,1,1,0,0,3,7,15,7,0,8
"173301","Chilhowie*",4331,4159,110,18,6,0,36,2,55,17,2,36
"173302","St. Clair*",873,852,3,8,6,0,1,3,2,2,0,0
"173401","East Park*",2691,2588,76,7,16,0,3,1,18,17,0,1
"173402","West Park*",1906,1727,126,16,6,1,16,14,28,6,7,15
"173501","Atkins",2863,2843,2,8,1,0,9,0,24,15,0,9
"173502","Wassona*",1833,1787,12,4,20,0,10,0,15,6,0,9
"173601","Royal Oak East",3655,3402,214,24,3,1,10,1,45,36,4,5
"173602","Royal Oak West*",769,762,1,4,2,0,0,0,9,9,0,0
"173701","Adwolfe",3316,3255,30,12,4,0,11,4,20,12,0,8
"173702","Sugar Grove",1744,1692,42,9,0,0,1,0,9,8,0,1
"173703","Konnarock*",274,263,1,0,2,0,6,2,4,2,0,2
"175101","Berlin*",1099,894,199,4,1,0,0,1,9,3,5,1
"175102","Ivor*",1474,853,593,18,2,0,2,6,12,4,2,6
"175201","Boykins*",1601,682,901,3,0,0,8,7,17,2,1,14
"175202","Branchville*",528,243,281,0,2,0,0,2,1,0,1,0
"175301","Capron*",1312,637,665,5,0,0,4,1,7,2,4,1
"175302","Sebrell*",778,423,333,7,3,1,5,6,6,3,0,3
"175401","Drewryville*",2738,1021,1688,5,10,0,8,6,19,7,5,7
"175501","Hunterdale*",1553,1236,299,3,6,0,3,6,8,2,0,6
"175502","Forks-of-the-River*",617,436,179,2,0,0,0,0,1,0,1,0
"175601","Courtland*",2360,1419,926,3,9,0,1,2,4,0,3,1
"175602","Sedley*",756,640,103,4,1,0,8,0,9,1,0,8
"175701","Blackwater River*",1240,357,876,3,1,1,2,0,11,2,8,1
"175702","Newsoms*",1426,942,474,3,0,0,7,0,11,3,3,5
"177101","Partlow*",3036,2615,322,30,23,4,14,28,27,14,3,10
"177102","Blaydes Corner*",3486,2834,505,39,62,2,16,28,32,21,3,8
"177103","Travelers Rest*",3803,3034,622,29,65,4,28,21,65,43,6,16
"177201","Grange Hall*",3750,3469,174,26,35,0,32,14,85,54,4,27
"177202","Maury*",14048,11592,1885,98,217,14,184,58,406,221,33,152
"177301","Plank Road*",10910,9042,1247,58,343,10,146,64,366,225,10,131
"177401","Summit*",13524,11067,1877,109,219,13,187,52,426,224,25,177
"177402","Frazers Gate*",5303,4213,864,21,100,2,71,32,150,88,11,51
"177501","Belmont*",2211,1862,307,22,10,0,6,4,16,10,1,5
"177502","Brokenburg*",3730,3170,478,38,24,6,12,2,26,18,3,5
"177503","Todd's Tavern",1251,1111,106,13,7,0,5,9,14,7,0,7
"177504","Holbert",3337,2825,437,13,19,4,28,11,82,59,2,21
"177601","Salem*",11642,9343,1718,82,191,11,242,55,499,231,31,237
"177701","Battlefield*",2875,2574,169,25,44,4,47,12,74,33,0,41
"177702","Brent's Mill*",7489,6173,945,40,155,6,135,35,268,130,15,123
"179101","Hartwood*",5205,4688,376,32,41,17,37,14,90,58,3,29
"179102","Simpson*",4677,3968,480,61,98,3,40,27,129,86,8,35
"179103","Garrisonville*",7934,5835,1501,56,269,24,199,50,438,222,29,187
"179104","Hampton*",8373,6085,1603,60,273,15,262,75,579,296,29,254
"179201","Rock Hill*",5581,4388,864,54,136,7,92,40,209,116,16,77
"179202","Roseville*",3463,3065,278,22,41,1,37,19,100,59,12,29
"179203","Ruby*",2337,2175,85,28,20,2,16,11,40,23,4,13
"179204","Stefaniga*",2680,2349,180,21,76,0,41,13,68,35,8,25
"179301","Griffis*",6529,4709,1290,73,193,15,181,68,348,145,25,178
"179302","Widewater*",6068,5144,658,61,105,9,65,26,208,116,19,73
"179303","Potomac Hills*",2784,2083,509,19,81,5,69,18,140,65,5,70
"179401","Aquia*",2882,2458,280,30,65,3,26,20,98,72,8,18
"179402","Courthouse*",7050,5337,1326,88,141,1,109,48,261,137,22,102
"179403","Brooke*",1602,1337,212,20,15,4,13,1,27,13,0,14
"179501","Grafton*",4100,3795,164,48,51,5,34,3,83,33,11,39
"179502","Falmouth*",3855,3420,280,28,57,5,44,21,90,46,7,37
"179503","Gayle*",4928,3994,594,71,134,10,77,48,162,79,10,73
"179601","Ferry Farm*",4102,3760,216,26,62,0,29,9,113,83,0,30
"179602","Chatham*",5676,4828,660,39,74,11,51,13,133,79,9,45
"179603","White Oak*",2620,2389,155,44,16,0,11,5,26,17,2,7
"181101","Surry*",1464,1036,408,8,1,0,5,6,15,13,0,2
"181201","Bacon's Castle*",1259,430,811,9,2,0,2,5,2,1,1,0
"181301","Dendron*",723,406,317,0,0,0,0,0,3,2,1,0
"181302","Wall's Bridge*",634,209,413,0,0,0,5,7,9,4,2,3
"181401","Carsley*",1362,555,798,3,2,0,1,3,9,7,2,0
"181501","Claremont*",829,502,301,13,4,2,5,2,5,4,0,1
"181502","Spring Grove*",558,63,492,0,0,0,3,0,8,0,5,3
"183101","Waverly",1463,333,1097,7,1,0,11,14,19,4,0,15
"183201","Stony Creek",1230,468,752,7,2,0,0,1,2,1,1,0
"183202","Little Mill",520,161,352,7,0,0,0,0,1,0,1,0
"183301","Courthouse",956,580,358,3,1,0,13,1,13,0,1,12
"183302","Newville",2819,425,2347,3,6,0,38,0,37,2,0,35
"183303","Littleton",316,156,152,1,0,1,0,6,1,0,0,1
"183401","Wakefield",1573,671,879,10,4,0,4,5,7,3,2,2
"183501","Henry*",1336,417,904,5,2,2,3,3,6,0,3,3
"183502","Yale",393,191,199,1,1,0,1,0,3,0,2,1
"183601","Blackwater*",925,671,250,2,1,0,0,1,5,3,2,0
"183602","Airport",973,477,491,2,1,1,1,0,8,0,7,1
"185102","Tip Top",957,934,13,8,0,0,0,2,2,1,0,1
"185107","Amonate*",838,820,5,8,5,0,0,0,2,2,0,0
"185109","Bishop",625,602,20,0,3,0,0,0,1,1,0,0
"185110","Adria*",889,879,2,1,7,0,0,0,2,2,0,0
"185111","Gap Store*",1235,1216,8,3,0,0,8,0,8,0,0,8
"185112","Bandy*",743,734,0,4,4,0,1,0,6,6,0,0
"185199","Abbs Valley 101/Boissevain 103/Falls Mills 104/Pocahontas 10",3353,3277,48,16,3,0,7,2,23,17,0,6
"185203","Burkes Garden",310,306,4,0,0,0,0,0,0,0,0,0
"185204","Clear Fork",1150,1131,13,4,1,0,1,0,0,0,0,0
"185207","Freestone*",417,410,6,1,0,0,0,0,0,0,0,0
"185209","Jeffersonville",6379,5841,437,27,37,0,21,16,29,12,2,15
"185214","Thompson Valley",926,908,2,7,4,0,2,3,5,4,0,1
"185301","Cedar Bluff",5529,5400,12,21,87,0,9,0,36,33,0,3
"185302","Baptist Valley*",974,963,7,3,0,0,0,1,6,6,0,0
"185303","Wardell",1930,1905,7,9,2,0,5,2,0,0,0,0
"185305","Pounding Mill",1050,1045,2,1,2,0,0,0,2,2,0,0
"185401","Richlands",4776,4720,6,12,29,0,9,0,14,10,0,4
"185402","Jewell Ridge",816,804,0,6,3,1,0,2,7,6,0,1
"185404","Raven",2683,2662,4,11,2,0,2,2,17,14,0,3
